Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,YrSold,SalePrice
1445,8500,7,5,2004,2004,Y,1422,0,1422,2,0,3,1,7,0,2,626,2007,179600
1446,8400,6,5,1966,1966,Y,913,0,913,1,0,3,1,6,0,1,240,2007,129000
1447,26142,5,7,1962,1962,Y,1188,0,1188,1,0,3,1,6,0,1,312,2010,157900
1448,10000,8,5,1995,1996,Y,1220,870,2090,2,1,3,1,8,1,2,556,2007,240000
1449,11767,4,7,1910,2000,N,796,550,1346,1,1,2,1,6,0,1,384,2007,112000
1450,1533,5,7,1970,1970,Y,630,0,630,1,0,1,1,3,0,0,0,2006,92000
1451,9000,5,5,1974,1974,Y,896,896,1792,2,2,4,2,8,0,0,0,2009,136000
1452,9262,8,5,2008,2009,Y,1578,0,1578,2,0,3,1,7,1,3,840,2009,287090
1453,3675,5,5,2005,2005,Y,1072,0,1072,1,0,2,1,5,0,2,525,2006,145000
1454,17217,5,5,2006,2006,Y,1140,0,1140,1,0,3,1,6,0,0,0,2006,84500
1455,7500,7,5,2004,2005,Y,1221,0,1221,2,0,2,1,6,0,2,400,2009,185000
1456,7917,6,5,1999,2000,Y,953,694,1647,2,1,3,1,7,1,2,460,2007,175000
1457,13175,6,6,1978,1988,Y,2073,0,2073,2,0,3,1,7,2,2,500,2010,210000
1458,9042,7,9,1941,2006,Y,1188,1152,2340,2,0,4,1,9,2,1,252,2010,266500
1459,9717,5,6,1950,1996,Y,1078,0,1078,1,0,2,1,5,0,1,240,2010,142125
1460,9937,5,6,1965,1965,Y,1256,0,1256,1,1,3,1,6,0,1,276,2008,147500
